Event Time,Facets Product ID,Effective Date,User ID,Response Time (Seconds),Retry Count,Question,Answer,Feedback Type,Feedback Reason Code,Feedback Additional Comments
2026-04-24T16:20:11.080Z,MI011320,20260101,schish01,40,0,injection copay,"I can give the injection cost share, but “injection” can map to different benefits (e.g., allergy shots, office-administered medication injection, contraceptive injection, fertility-related injections), and the copay/coinsurance can vary by type and place of service. Which injection is this, and where is it being done (doctor’s office, outpatient hospital/infusion center, etc.)?",,,
2026-04-24T16:15:53.722Z,ML002185,20260101,mmendo12,41,0,MRI BENEFITS,"MRI is covered under Advanced Imaging Services. In-network, the cost is $100 per visit (not subject to the medical deductible). Out-of-network, it’s 50% coinsurance (subject to the deductible) and the provider may balance bill.",,,
2026-04-24T16:08:31.417Z,M0042150,20260101,jnelso09,42,0,what is my plans copay for a gynecologist,"A gynecologist (OB/GYN) visit is usually processed as a specialist office visit, which has a $50 copay in-network. If the OB/GYN is processed as a primary care/generalist visit, the in-network copay is $25.",,,
2026-04-24T16:06:36.309Z,ML002175,20260101,iapolo01,51,0,eye exam,"For this PPO plan, “eye exam” coverage depends on what type of exam it is. The plan has Pediatric Vision comprehensive eye exams (for members through the end of the month they turn 19) and also covers a medical eye/vision exam to diagnose or treat a medical condition under professional services.",,,
2026-04-24T16:05:42.140Z,ML002175,20260101,iapolo01,11,0,exam,"“Exam” is too broad to quote the correct benefit. Can you confirm what type of exam (and where it’s performed), so I can pull the right cost share?",,,
2026-04-24T16:02:22.812Z,MI011324,20260101,jmacal02,30,0,acupuncture benefits,"For Acupuncture Services under this Blue Shield Silver 87 Trio HMO plan, the in-network cost share is $15 per visit, and it applies to the medical out-of-pocket maximum. Acupuncture services are administered through American Specialty Health Plans of California, Inc. (ASH Plans).",,,
2026-04-24T16:00:18.763Z,ML002185,20260101,rluang01,31,0,how much is my copay for CPAP,"For CPAP (Durable Medical Equipment), this plan does not use a copay—it's coinsurance. In-network, the member pays 15% coinsurance; out-of-network, it’s 50% coinsurance (and out-of-network services are subject to the medical deductible).",,,
2026-04-24T15:56:31.365Z,ML002169,20260101,lgrave02,12,0,ivf coverage,"IVF (in vitro fertilization) is not covered under this plan, so the member would be responsible for 100% of the billed amount.",,,
2026-04-24T15:55:49.218Z,ML002175,20260101,rmarqu05,60,0,colonoscopy,A colonoscopy can be billed as either a preventive screening (covered under Preventive/Annual Health Exam) or as a diagnostic procedure (covered under outpatient surgery/procedures benefits). Cost share depends on how it’s billed and where it’s performed (ASC vs hospital outpatient).,,,
2026-04-24T15:52:50.006Z,ML002169,20260101,lgrave02,75,0,what is the coverage for Tier 2 prescription,"For Tier 2 outpatient prescription drugs, the plan covers them when filled at a Participating Pharmacy (in-network). The Tier 2 cost share is $60 per prescription (Retail 30-day) or $180 per prescription (Mail Order 90-day); Retail 90-day Tier 2 is not covered.",,,
2026-04-24T15:51:02.694Z,ML002175,20260101,rmarqu05,49,0,dietrician,"If the Member is asking about general nutritional counseling/dietitian services, this plan lists Nutritional Therapy/Counseling as Not Covered. If the visit is Diabetes Medical Nutrition Therapy (dietitian services as part of diabetes care), it is covered—No Charge in-network.",,,
2026-04-24T15:47:49.463Z,MI011324,20260101,iapolo01,69,0,mammogram,A mammogram can be covered either as a preventive screening (covered at no charge when done by a Participating/ in-network provider) or as a diagnostic mammogram (covered under Basic Imaging Services with a $50 per visit copay). Coverage is HMO-in-network only.,,,
2026-04-24T15:47:42.519Z,ML002187,20260101,jgayda01,46,0,physical theraphy,"For physical therapy, this PPO plan covers the service, but your cost depends on where it’s performed (office vs outpatient facility) and whether the provider is in-network. In-network physical therapy is a $60 copay per visit, while out-of-network is 50% coinsurance (and may also be subject to a daily maximum payable amount at an outpatient facility).",,,
2026-04-24T15:43:53.703Z,ML002175,20260101,hcarin01,62,0,27130,"CPT 27130 (total hip replacement) would be covered as a surgical procedure. The member’s cost will depend on where it’s performed (inpatient vs. outpatient) and network (in-network vs. out-of-network), with separate charges for facility and professional (surgeon/physician) services.",,,
2026-04-24T15:43:15.957Z,MI011314,20260101,socamp01,30,0,is member eligible for tele doc?,"Yes—Teladoc is included on this plan. For Teladoc Health Consult (general medical) and Teladoc Behavioral Health (mental health), the in-network cost share is No Charge. Out-of-network Teladoc services are not covered under the HMO plan rules.",,,
2026-04-24T15:41:59.284Z,ML002186,20260101,twilli19,37,0,LAB BENEFITS,"For lab and pathology services, the plan covers outpatient lab work with a $50 copay per visit when done in-network (either at a laboratory center or a hospital outpatient department) [1], [2]. Out-of-network lab services are covered at 50% coinsurance (and are subject to the out-of-network medical deductible), and the provider may also balance bill the Member [3], [4].",,,
2026-04-24T15:31:51.724Z,ML002175,20260101,kgarci01,53,0,Physical therapy benefit,"Physical therapy is covered under the plan’s outpatient rehabilitative/habilitative services. In-network, the cost is $50 per visit for both office-based PT and outpatient facility PT; out-of-network, it’s 50% coinsurance and is subject to the out-of-network deductible.",,,
2026-04-24T15:26:54.598Z,ML002195,20260101,lgrave02,37,0,what is my copayment for inn office visit?,"For an in-network in-office visit, there is no copayment—instead, the visit is subject to the medical deductible. After the deductible is met, the plan pays 100% of the allowed amount for the office visit.",,,
2026-04-24T15:21:22.565Z,ML002186,20260101,eroble01,35,0,blood work coverage,"Blood work is covered under Laboratory and Pathology Services. In-network, the plan shows a $50 copay per visit (not subject to the medical deductible). Out-of-network, it’s 50% coinsurance after the deductible, and the provider may balance bill.",,,
2026-04-24T15:11:13.822Z,MI014321,20260101,bcarid01,63,0,iron infusion,"Iron infusions are covered under the plan’s infusion therapy benefits, and the member’s cost share depends on where the infusion is done (physician office vs. outpatient hospital/infusion facility) and whether the provider is in-network. In-network, the cost share shown for infusion-related services is generally 30% coinsurance (and not subject to the medical deductible for the infusion-service lines shown).",,,
2026-04-26T01:10:29.949Z,ML002171,20260101,jortua01,41,0,Urgent care,"Urgent care is covered. For an in-network (Participating Provider) urgent care visit, the cost is generally a $40 copay per visit (freestanding urgent care), and $350 per visit if it’s billed as hospital facility only. For out-of-network (Non-Participating Provider) urgent care, the member generally pays 50% coinsurance and it is subject to the out-of-network deductible.",,,
2026-04-25T22:19:57.112Z,ML002189,20260101,azalam01,37,0,acupuncture,"Acupuncture is covered when it’s for the treatment of nausea or as part of a comprehensive pain management program for chronic pain. In-network, the member pays $60 per visit; out-of-network, it’s 50% coinsurance (and balance billing may apply).",,,
2026-04-25T22:16:08.446Z,MI014321,20260101,rkuhns01,37,0,vascular ultrasound,"A vascular ultrasound is covered under the plan’s Basic Imaging Services (ultrasounds). In-network, it’s $95 per visit whether done at an outpatient radiology center or a hospital outpatient department; out-of-network it’s 50% coinsurance (and is subject to the out-of-network deductible).",,,
2026-04-25T22:08:34.932Z,MI014321,20260101,rkuhns01,41,0,MRI at hospital,"For an MRI at the outpatient department of a hospital, the in-network cost share is a $325 copay per visit. Out-of-network, it’s 50% coinsurance (and the service is subject to the medical deductible) and the provider may also bill the member for the balance.",,,
2026-04-25T21:56:42.920Z,MI011320,20260101,cranqu01,28,0,Benefit Coverage for Immunizations,"Immunizations are covered under Preventive Health Services when provided by a Participating (in-network) Provider, and the cost share is No Charge. Immunizations solely for the purpose of travel are excluded.",,,
2026-04-25T21:20:15.072Z,ML002185,20260101,pbeard01,61,0,international coverage,"For this PPO plan, emergency care is covered anywhere in the world for treatment of an Emergency Medical Condition, and your cost share follows the plan’s Emergency Benefits. Routine/non-emergency care outside the Plan Service Area is generally limited and may not be covered unless prior authorized.",,,
2026-04-25T21:10:57.632Z,ML002189,20260101,cnelso05,48,0,can you go to urgent care more than once in the same day for different problems?,"The plan documents don’t state a per-day limit on urgent care visits, so there’s nothing in the EOC that would prevent multiple urgent care visits in the same day for different problems. Urgent care is described and priced per visit, so each visit would generally be processed separately.",,,
2026-04-25T20:20:14.258Z,MI014321,20260101,mescal02,67,0,What are the benefits for colonoscopy?,A colonoscopy can be covered either as a preventive screening (paid under Preventive Health/Annual Health Exams) or as a diagnostic procedure (paid under the outpatient surgery/procedure benefits). Cost shares differ based on where it’s done (hospital outpatient vs. ambulatory surgery center) and whether it’s in-network or out-of-network.,,,
2026-04-25T19:35:17.876Z,ML002185,20260101,cranqu01,68,0,Benefit Coverage for Hepatitis B,"“Hepatitis B” could mean the Hep B vaccine (preventive), Hep B blood work (diagnostic lab testing), or treatment/office visits. If you confirm which one the Member is asking about, I can narrow it down—below are the main benefits that typically apply.",,,
2026-04-25T19:24:43.201Z,ML002185,20260101,cranqu01,39,0,Benefit Coverage for HPV Vaccines HEPP,"HPV vaccines (as preventive immunizations) are covered in-network at no charge under Preventive Health Services. Preventive Health Services are not covered out-of-network (except the California Prenatal Screening Program lab exception, which doesn’t apply to HPV vaccines).",,,
2026-04-25T18:50:43.087Z,ML002184,20260101,cnelso05,33,0,office injectable medication benefits,"For office-administered injectable medications, this PPO plan covers the service in-network at 10% coinsurance (not subject to the in-network medical deductible) and out-of-network at 50% coinsurance (subject to the out-of-network deductible). In-network costs apply toward the $1,400 individual / $2,800 family OOP max; out-of-network costs apply toward the $25,000 individual / $50,000 family OOP max.",,,
2026-04-25T18:45:40.998Z,MI014321,20260101,jespin07,21,0,who is my in network provider for dme?,"The plan document does not list specific in-network (Participating) DME suppliers, so I can’t name an in-network provider from the information provided. The plan is a PPO with an Exclusive medical network, so DME should be obtained from Participating Providers to receive in-network benefits.",,,
2026-04-25T18:05:56.227Z,ML002185,20260101,jcorea01,66,0,physician charges for INN provider,"For this PPO plan, in-network physician office visits are generally a $15 copay (generalist/PCP) or $25 copay (specialist). If you meant physician/surgeon charges in a facility (outpatient/inpatient) (instead of an office visit), those are generally 20% coinsurance in-network.",,,
2026-04-25T18:00:17.912Z,MI014321,20260101,kgarci01,76,0,plan’s DME criteria,"The plan defines Durable Medical Equipment (DME) as equipment intended for repeated use to treat an illness/injury, improve function of movable body parts, or prevent further deterioration of a medical condition, and it lists specific covered DME items and exclusions. Coverage and cost share vary by the specific DME item and whether it’s in-network vs out-of-network.",,,
2026-04-25T17:56:09.822Z,MI014321,20260101,kgarci01,30,0,Incontinence supplies benefit,"Incontinence supplies aren’t listed as a separate benefit in this plan, but they may be covered under Durable Medical Equipment (DME) – Medical equipment/supplies when they meet the plan’s DME criteria. In-network DME medical equipment/supplies are 20% coinsurance, and out-of-network are 50% coinsurance (and subject to the out-of-network deductible).",,,
2026-04-25T16:37:06.344Z,ML002193,20260101,aaldem01,32,0,How many visits does a member have for preventative care?,"The plan does not list a specific numeric visit limit for preventive care visits. Preventive Annual Health Exams are covered in-network at no charge, and are not covered out-of-network.",,,
2026-04-25T16:14:14.768Z,MI011320,20260101,jtusin01,58,0,Prescription drugs tier 4 benefits,"For this plan’s Tier 4 outpatient prescription drugs, the cost share is 20% coinsurance (after the plan’s deductible, since Tier 4 is subject to deductible), with a per-prescription maximum of $250 at retail and $750 by mail service. Retail 90-day supplies are not covered under this plan’s Rx benefit.",,,
2026-04-28T02:21:01.232Z,ML002195,20260101,avega03,55,0,blood work,"For blood work (laboratory tests), this plan covers it under Laboratory and Pathology Services. In-network, it’s subject to the medical deductible, and once the deductible is met the plan pays 100% of the allowed amount. Out-of-network, it’s 50% coinsurance (and the provider may balance bill).",,,
2026-04-28T02:20:41.033Z,ML002195,20260101,avega03,55,0,bood work,"Did you mean blood work (lab tests)? If so, I can give the cost share, but I need one detail: will the lab be done at an independent lab/lab center (e.g., Quest/Labcorp-type setting) or the outpatient department of a hospital? Those can price differently.",,,
2026-04-28T02:20:07.843Z,ML002195,20260101,avega03,41,0,blood work,"Blood work (laboratory/pathology services) is covered under the plan’s Diagnostic X-ray, imaging, pathology, laboratory, and other testing services benefits. In-network, it’s subject to the medical deductible and then covered at No Charge (plan pays 100% of the allowed amount). Out-of-network, it’s 50% coinsurance and the provider may balance bill.",,,
2026-04-28T01:56:51.061Z,MI011314,20260101,dpende01,33,0,howto use gym facility?,"This plan is an HMO, and gym access isn’t listed as a standard covered medical benefit in the plan document. The plan does reference gym membership discount options; use the Blue Shield “Live Healthy” page to find participating locations and program details.",,,
2026-04-28T01:46:20.469Z,MI011314,20260101,dpende01,25,0,what benefits included under gym benefits?,"I couldn’t find any “gym benefits” (as a covered medical benefit with defined copays/coinsurance) in the current plan document. The plan does show Lifestyle Management programs, including Wellvolution.",,,
2026-04-28T01:38:40.749Z,MI011314,20260101,mgarbi01,32,0,DME benefits for sleep apnea,"For sleep apnea equipment (e.g., CPAP or other respiratory equipment), this plan generally covers it under the Durable Medical Equipment (DME) benefit with 20% coinsurance when obtained through an in-network (HMO) provider. The plan has no medical deductible, and DME cost shares apply to the plan’s out-of-pocket maximum.",,,
2026-04-28T01:24:48.591Z,ML002185,20260101,mtians01,72,0,benefits for cpt code 64510,"CPT 64510 maps to a surgical procedure (implantation of a neurostimulator electrode). Since the place of service isn’t specified, I’m providing both outpatient and inpatient surgery benefit cost shares (professional and facility).",,,
2026-04-28T01:24:00.501Z,ML002185,20260101,mtians01,60,0,iv infusion benefits,"For IV infusion, the plan generally covers infusion therapy in an office and infusion therapy in an outpatient hospital/facility, and it also covers home infusion (home injectables/IV treatment, solutions and supplies) when obtained in-network. Member cost share varies by place of service and whether the provider is in-network or out-of-network.",,,
2026-04-28T01:07:40.820Z,ML002184,20260101,nagojo01,71,0,what is the allowed amount for the surgery coverage of this plan,"I couldn’t find a single “allowed amount” for surgery in the plan document—surgery cost shares are described as a percentage of the allowed amount, which varies by claim. The only explicit “allowed amount” figures listed are out-of-network maximum payable amounts for certain facility settings (e.g., up to $500 per day for a non-participating hospital, or $300 per day for a non-participating ambulatory surgery center) [3], [4], [7].",,,
2026-04-28T01:05:49.130Z,ML002184,20260101,nagojo01,13,0,what is the paid allowable cost for the surgery,"Do you mean the allowed amount/paid amount on a specific surgery claim, or are you asking for the plan’s member cost-share for surgery? The plan document provided does not include “paid allowable cost” (allowed amount paid) for a surgery claim.",,,
2026-04-28T01:02:35.422Z,ML002184,20260101,nagojo01,77,0,is there estimated copay amount for the surgery,"It depends on where the surgery is performed (inpatient hospital vs. outpatient hospital vs. ambulatory surgery center) and whether it’s in-network or out-of-network. In-network surgery on this plan is generally 10% coinsurance (not a flat copay), and the plan’s in-network medical deductible is $0.",,,
2026-04-28T00:59:57.709Z,MI011325,20260101,fcandi01,36,0,office visit,"For this HMO plan, an in-network primary care/generalist office visit is $5 per visit and an in-network specialist office visit is $8 per visit. Out-of-network office visits are not covered (member pays 100% of billed charges).",,,
2026-04-28T00:57:26.167Z,ML002184,20260101,nagojo01,55,0,what is the copayment for outpatient surgery and for cpt 58558,"For outpatient surgery (including CPT 58558), this plan generally uses coinsurance (not a copay). In-network, the Member pays 10% coinsurance for both the surgeon/professional portion and the facility portion (hospital outpatient department or ambulatory surgery center), depending on where the procedure is performed.",,,
2026-04-28T00:47:31.398Z,MI011324,20260101,rlaban01,43,0,Office Visit,"For this HMO plan, an in-network generalist/PCP office visit is $15 per visit and an in-network specialist office visit is $25 per visit. Out-of-network office visits are not covered (member pays 100% of billed charges).",,,
2026-04-28T00:44:26.262Z,MI011323,20260101,cmanec01,49,0,cataract surgery benefits,"Cataract surgery is covered under this Blue Shield Silver 73 Trio HMO plan as an outpatient surgery (typically), with 30% coinsurance for the surgeon/professional portion and 30% coinsurance for the facility portion (outpatient hospital or ambulatory surgery center), when done in-network. These cataract surgery benefits are not subject to the medical deductible, but they do apply to the out-of-pocket maximum.",,,
2026-04-28T00:44:06.802Z,MI011323,20260101,cmanec01,66,0,Cataract Benefits,"Cataract surgery is generally covered under the plan’s outpatient surgery benefits. For in-network care, the main cost share shown for outpatient professional and facility surgery services is 30% coinsurance, and these services are generally not subject to the medical deductible.",,,
2026-04-28T00:43:27.578Z,ML002187,20260101,jortua01,57,0,Cognitive Therapy,"Cognitive therapy (e.g., psychotherapy/counseling) is covered under the plan’s Mental Health and Substance Use Disorder Benefits. In-network outpatient mental health visits are $60 per visit, while out-of-network coverage is generally 50% coinsurance and subject to the out-of-network deductible.",,,
2026-04-28T00:40:42.884Z,ML002171,20260101,mgarbi01,41,0,out of state benefits,"For this PPO plan, out-of-state care is handled through the BlueCard® Program when services are received within the BlueCard Service Area. Coverage rules vary based on whether the out-of-state provider is participating (treated like in-network) or non-participating (treated like out-of-network), and routine care outside California may require prior authorization to be covered.",,,
2026-04-28T00:40:42.039Z,MI011324,20260101,gjomoc01,44,0,MRI with sedation,"An MRI is covered under Advanced Imaging Services. On this Trio HMO plan, the MRI itself is typically $100 per visit in-network (amount depends on whether it’s done at an outpatient radiology center vs. a hospital outpatient department), and sedation/anesthesia may be billed separately as a professional service (typically 20% coinsurance in-network).",,,
2026-04-28T00:40:05.498Z,ML002186,20260101,dbuhay01,90,0,Colonoscopy,"A colonoscopy can be billed as either a preventive screening (covered under Preventive Health Services) or a diagnostic procedure (covered under outpatient professional/facility benefits). For this PPO plan, in-network screening is No Charge, while diagnostic colonoscopy generally has 30% coinsurance (with separate professional and facility charges).",,,
2026-04-28T00:39:46.814Z,ML002189,20260101,alares01,74,0,benefits for colonoscopy,"A colonoscopy is covered, but the member’s cost depends on whether it’s billed as a preventive screening (typically no charge in-network) or a diagnostic/therapeutic procedure (typically subject to the medical deductible and then coinsurance). Costs can also vary based on where it’s performed (ambulatory surgery center vs. outpatient hospital), and separate bills may apply for the facility, physician, anesthesia, and pathology/lab.",,,
2026-04-28T00:37:12.346Z,ML002169,20260101,dpende01,52,0,BENEFITS FOR OTC PRODUCT?,"Over-the-counter (OTC) drugs are generally not covered under this plan’s Prescription Drug Benefit. Exceptions may apply for OTC drugs with a USPSTF rating of A or B when prescribed by a physician, and for OTC contraceptive drugs and devices.",,,
2026-04-28T00:19:28.584Z,ML002195,20260101,abalan03,39,0,what is 95165,"The plan document does not list CPT/HCPCS codes like 95165 by number, so I can’t confirm the code description from this plan. Based on how it’s typically billed, 95165 most closely aligns with “Preparation and provision of allergy serum” under the plan’s Allergy Testing and Immunotherapy Benefits, which is covered (subject to the medical deductible).",,,
2026-04-28T00:18:15.163Z,ML002189,20260101,iarrie01,50,0,mounjaro copay,"I can’t confirm Mounjaro’s exact copay from this plan document because drug-specific tier placement isn’t included. What I *can* provide is the plan’s Rx cost-share by tier (retail 30-day, retail 90-day, and mail order 90-day) so you can quote the possible copay/coinsurance, and you can use “Price Check My Rx” to find Mounjaro’s specific tier/cost.",,,
2026-04-28T00:18:02.664Z,ML002195,20260101,abalan03,35,0,what is 95115,"CPT 95115 maps to allergy injections (immunotherapy injections) under the plan’s Allergy Testing and Immunotherapy Benefits. Under this plan, it’s covered in-network after the deductible with no charge; out-of-network it’s 50% coinsurance after the deductible.",,,
2026-04-28T00:17:01.070Z,ML002175,20260101,kinven01,71,0,tier 4 prescriptions copay,"For Tier 4 prescriptions, this plan uses coinsurance (not a flat copay): 20% coinsurance at an in-network (participating) pharmacy, and it’s subject to the pharmacy deductible. Tier 4 also has a per-prescription maximum of $250 (retail) or $750 (mail service).",,,
2026-04-28T00:12:41.138Z,MJ008534,20260101,tbadal01,40,0,why im being charge for office visit total billied amount is $457 and i pay $85 owe $130.21?,"Under this plan, an in-network specialist office visit is typically a $85 copay, so if the claim was processed as a simple in-network office visit, there usually wouldn’t be an additional amount due. Owing $130.21 on a $457 billed charge can happen if the provider was out-of-network, the claim included additional services beyond the office-visit code, or amounts were applied due to deductible/coinsurance and/or balance billing.",,,
2026-04-28T00:11:22.881Z,M0042152,20260101,khands01,42,0,Tier 1 mail order copay,"For Tier 1 mail order (mail service) prescriptions, the in-network copay is $20 per prescription. Out-of-network mail service pharmacy claims are not covered under this plan.",,,
2026-04-28T00:02:10.115Z,ML002189,20260101,favila02,14,0,IS THERAPIST COVERED,"I need a bit more detail—“therapist” could mean a mental health therapist (psychotherapy/counseling) or a physical/occupational/speech therapist, and the cost share is different depending on the type and place of service.",,,
2026-04-28T00:00:15.927Z,MI011323,20260101,ralfon02,41,0,xray benefits,"To confirm: are you asking about a plain film X-ray (basic imaging), or advanced imaging like CT/MRI?  
If it’s a plain film X-ray, it falls under Basic Imaging Services and is covered with a $95 copay per visit (not subject to the medical deductible) when done in-network.",,,
2026-04-27T23:54:04.540Z,ML002187,20260101,higot01,23,0,In office benefit for Physical Therapy In office,"For in-office physical therapy, the plan covers it with a $60 copay per visit in-network (not subject to the medical deductible). Out-of-network, it’s 50% coinsurance and is subject to the out-of-network medical deductible.",,,
2026-04-27T23:53:33.425Z,ML002166,20260101,mroca01,43,0,where the member can get spectra breast pump?,The plan covers a breast pump purchase (including breast pumps listed under DME) at no charge when obtained through an in-network/Participating Provider. The plan document does not specify where to obtain a specific brand (like Spectra) or list DME suppliers—so I couldn’t find the exact “where to get it” instructions in the current plan document.,,,
2026-04-27T23:53:26.570Z,ML002171,20260101,wyoder01,20,0,Does durable medical equipment require a prior authorization?,The plan document does not specifically state whether durable medical equipment (DME) requires prior authorization. The EOC indicates that *some* benefits require prior authorization and directs you to use the plan’s Prior Authorization List for verification.,,,
2026-04-27T23:50:14.964Z,ML002189,20260101,calamb01,29,0,Specialist visit benefits,"For a specialist office visit, this PPO plan covers the visit with a $95 copay in-network (with deductible rules that include a first-3-visits provision) and 50% coinsurance out-of-network (balance billing may apply).",,,
2026-04-27T23:49:51.303Z,ML002166,20260101,mroca01,25,0,where to get breast pump?,"For this plan, a breast pump is covered only when obtained through an in-network (Participating) provider, and the breast pump purchase is covered at no charge. The plan document does not specify a particular store/vendor to use, so you’ll need to use internal guidance to locate participating DME suppliers.",,,
2026-04-27T23:48:56.065Z,MK002185,20250101,dpende01,45,0,copay for anesthesia?,"For this plan, anesthesia is generally covered with coinsurance (not a copay): 20% coinsurance in-network and 50% coinsurance out-of-network (out-of-network is also subject to the out-of-network medical deductible). The exact anesthesia benefit can depend on where it’s performed (office vs. outpatient facility vs. inpatient facility).",,,
2026-04-27T23:47:40.010Z,ML002185,20260101,dpende01,40,0,what's copay for anesthesia?,This plan does not have a copay for anesthesia—anesthesia is covered with coinsurance (most commonly 20% in-network). The exact cost share depends on where the anesthesia is performed (office vs. outpatient facility vs. inpatient).,,,
2026-04-27T23:44:41.124Z,ML002184,20260101,aperez16,80,0,criteria to have bariaric surgery is,"For bariatric surgery, the plan states benefits are available for the surgical treatment of morbid obesity. If the Member lives in certain “designated counties” in California, the plan says the surgery is only covered when performed by specific Participating Providers in the bariatric surgery network. The plan document does not list additional clinical criteria (such as BMI requirements).",,,
2026-04-27T23:44:37.796Z,ML002185,20260101,garsol01,34,0,Physician,"“Physician” can mean different things (primary care vs. specialist vs. inpatient/outpatient hospital physician services). Below are the most common physician office visit benefits (generalist and specialist); if you meant a different place of service (e.g., inpatient or outpatient hospital), tell me and I’ll quote that instead.",,,
2026-04-27T23:43:41.641Z,ML002187,20260101,higot01,31,0,benefit for acupuncture,Acupuncture is covered when used to treat nausea or as part of a comprehensive pain management program for chronic pain. In-network (Participating Provider/ASH) the cost share is $60 per visit and it is not subject to the medical deductible; out-of-network it is 50% coinsurance and subject to the deductible.,,,
2026-04-27T23:41:53.314Z,MI014321,20260101,eafabl01,17,0,hospital services INN,"I can provide the in-network (Participating Provider) cost share for inpatient hospital stays, outpatient hospital services, and/or ambulatory surgery center (ASC) facility services, but “hospital services” is too broad to quote accurately without knowing which setting you mean.",,,
2026-04-27T23:41:38.706Z,ML002184,20260101,tbadal01,87,0,does egg freezing was covered ?,"Egg freezing (oocyte cryopreservation) is only covered when it is fertility preservation for iatrogenic infertility—meaning the Member is undergoing treatment (or receiving Covered Services) that may cause infertility. Otherwise (elective egg freezing as assisted reproductive technology), it is not covered under this plan.",,,
2026-04-27T23:40:06.397Z,MK002186,20250101,ncacao01,48,0,urgent care,"Urgent care is covered under this PPO plan, with different cost shares depending on whether the urgent care is at a freestanding urgent care center (facility and/or professional charges) or an outpatient hospital setting. In-network urgent care generally has a $35 copay per visit, while out-of-network urgent care may be 50% coinsurance (and may be subject to the out-of-network deductible).",,,
2026-04-27T23:38:27.278Z,MI011323,20260101,ralfon02,25,0,xray benefits,"For this HMO plan, standard diagnostic X-rays fall under Basic Imaging Services and are covered in-network at $95 per visit (not subject to the medical deductible). Out-of-network providers are not covered under this HMO plan, so the member pays 100% of the billed charges.",,,
2026-04-27T23:38:17.123Z,ML002184,20260101,aperez16,79,0,Revision bariatric surgery,"“Revision bariatric surgery” would be covered under the plan’s Bariatric Surgery Benefits, but the coverage differs depending on whether the Member lives in one of the plan’s designated bariatric counties. If the Member is in a designated county, non-participating (out-of-network) bariatric surgery is not covered; if not in a designated county, the plan covers bariatric surgery in- and out-of-network with different cost shares.  

*To confirm which set of benefits applies, what California county does the Member live in?* [1]",,,
2026-04-27T23:37:56.372Z,MI011320,20260101,rlaban01,42,0,bilateral carpal tunnel surgery,"Bilateral carpal tunnel release is covered under the plan’s surgery/procedure benefits, with the member typically responsible for 30% coinsurance for the surgeon/professional fees and 30% coinsurance for the facility (hospital outpatient or ambulatory surgery center), depending on where it’s performed. The plan has a $5,200 individual / $10,400 family medical deductible, but these listed surgery benefits are not subject to the deductible.",,,
2026-04-27T23:37:19.852Z,MI011324,20260101,jadorn01,75,0,wegovy benefits,"For Wegovy, this plan’s prescription benefit uses tier-based copays/coinsurance, but the plan document provided does not show the formulary (so we can’t confirm if Wegovy is covered or what tier it’s on). Below are the plan’s Rx tier cost-shares and the instructions to use “Price Check My Rx” to confirm Wegovy’s coverage/tier and estimated cost.",,,
2026-04-27T23:35:08.002Z,MJ008534,20260101,kdecen01,71,0,colonoscopy,A colonoscopy can be covered either as a preventive screening (covered under Annual Health Exams / Preventive Health Services) or as a diagnostic procedure (covered under outpatient surgery/procedure benefits). Cost share depends on whether it’s preventive vs diagnostic and where it’s performed (hospital outpatient vs ambulatory surgery center) and network status.,,,
2026-04-27T23:33:59.393Z,ML002184,20260101,aperez16,64,0,bariatic\,"To confirm, are you asking about bariatric surgery coverage/cost share? If so, this plan has different rules depending on whether the Member lives in a “designated county” for bariatric surgery. Please tell me the Member’s county of residence so we can apply the correct benefit section.",,,
2026-04-27T23:32:00.427Z,ML002193,20260101,mgarbi01,36,0,for EKG,"For an EKG (electrocardiogram), the plan covers it under Other Outpatient Non-Invasive Diagnostic Testing. In-network, it is subject to the medical deductible, then covered at no charge; out-of-network it is 50% coinsurance after the out-of-network deductible.",,,
2026-04-27T23:30:37.587Z,ML002193,20260101,mgarbi01,68,0,what is my copy for diagnostic test,"For diagnostic tests under this plan, there is typically no copay when using an in-network (Participating) provider—however, the services are subject to the medical deductible first. After the deductible is met, the plan pays 100% of the allowed amount for in-network diagnostic testing; out-of-network diagnostic testing is generally 50% coinsurance (and balance billing may apply). [1][2]",,,
2026-04-27T23:29:12.506Z,ML002166,20260101,mroca01,35,0,breast pump coverage,"For this PPO plan, breast pump purchase is covered at no charge when obtained from an in-network (Participating) provider. Out-of-network (Non-Participating) breast pump purchase is not covered.",,,
2026-04-27T23:29:07.166Z,MI011325,20260101,lvilla11,36,0,What is my copayment or cost for seeing my Primary Care Physician (PCP)?,"For this plan, a Primary Care Physician (PCP) office visit (generalist) has a $5 copay per visit when received from an in-network (HMO) provider/medical group. [1]",,,
2026-04-27T23:28:16.705Z,M0042152,20260101,bcamac01,61,0,Emergency services outside the U.S. (international travel),"Yes—this plan covers treatment of an Emergency Medical Condition anywhere in the world (international travel). When emergency care is received outside the U.S., the Member may need to pay the provider and submit a claim for reimbursement. [1]",,,
2026-04-27T23:27:21.842Z,ML002184,20260101,jmaxim01,15,0,eye surgery in facility,"I'm sorry, but I cannot assist with that request.",,,
2026-04-27T23:26:55.822Z,M0042152,20260101,bcamac01,7,0,1,"I can help, but I need a bit more detail—your USER_QUESTION only shows “1,” and it doesn’t specify what benefit/service you’re asking about.",,,
